%%%%%%%%%%%%%%%%%%%% Configuration %%%%%%%%%%%%%%%%%%%%
budget: 3, g: 2, theta3: 1.000000, layers: 10
%%%%%%%%%%%%%%%%%%%% Optimization Output %%%%%%%%%%%%%%%%%%%%
minimal loss: -39.87451452707735, 
maxIter: 0, func_eval: 7676
Parameters Found: [ 1.51014053 -0.33059088 -0.24402405 -0.39431951 -0.00182824 -0.17186092
  0.14870056  0.06273982 -0.17827628 -0.10398884  0.02438974  0.18692112
 -0.08372848 -0.0195826   1.00021215  0.88732994  0.13646211  0.13558493
  0.27525212 -0.2329621 ]

----------------- Loss (0 steps from 0 iterations) -----------------
iter		loss
------------------------------------------------------------------------

Training done! Total elapsed time:91104.91s

Optimal: selection 101010000000, value -43.51002035+0.00000000j

----------------- Full result ---------------------
rank	selection	value		probability
138	011100000000	-39.50743559		0.00159718
139	010100100000	-39.50805002		0.00159697
140	000100010010	-39.50750431		0.00159671
141	100100010000	-39.50763587		0.00159667
142	000100011000	-39.50744536		0.00159664
143	100001010000	-39.50729175		0.00159663
144	000001011000	-39.50716412		0.00159657
145	000001010010	-39.50742656		0.00159657
146	001100010000	-39.50720558		0.00159656
147	010110000000	-39.50816521		0.00159652
148	000001001100	-39.50622157		0.00159641
149	001001010000	-39.50744612		0.00159629
150	000011010000	-39.50654352		0.00159625
151	110001000000	-39.50681678		0.00159604
152	100001000100	-39.50759497		0.00159600
153	000110010000	-39.50766681		0.00159599
154	000001000110	-39.50758348		0.00159599
155	000001100100	-39.50764827		0.00159572
156	010001000010	-39.50785837		0.00159562
157	001001000100	-39.50787336		0.00159561
158	010001001000	-39.50779337		0.00159555
159	000001000011	-39.50702975		0.00159547
160	000011000100	-39.50730203		0.00159544
161	010001100000	-39.50797430		0.00159533
162	011001000000	-39.50821292		0.00159522
163	100001000001	-39.50792936		0.00159515
164	010011000000	-39.50757871		0.00159507
165	000001001001	-39.50785287		0.00159507
166	000001100001	-39.50818010		0.00159479
167	001001000001	-39.50820068		0.00159476
168	000011000001	-39.50783283		0.00159451
169	000101000010	-39.50851368		0.00159366
170	100101000000	-39.50859691		0.00159364
171	001101000000	-39.50796875		0.00159359
172	000101001000	-39.50845575		0.00159358
173	000101100000	-39.50851266		0.00159341
174	000111000000	-39.50791920		0.00159322
175	100000000010	-42.50981602		0.00136732
176	100000001000	-42.50969328		0.00136726
177	000000001010	-42.50958710		0.00136723
178	000000100010	-42.50976321		0.00136705
179	100000100000	-42.50979625		0.00136702
180	000000101000	-42.50954176		0.00136691
181	101000000000	-42.51024424		0.00136687
182	001000000010	-42.51010218		0.00136680
183	001000001000	-42.50998298		0.00136674
